91.15	60.0
93.55	60.0
95.26	60.0
96.46	60.0
196.75	120.0
196.76	120.0
196.77	120.0
196.77	240.0
301.47	180.0
301.48	180.0
301.48	360.0
301.49	180.0
393.11	240.0
393.13	240.0
393.14	240.0
393.14	480.0
487.9	300.0
487.91	300.0
487.92	300.0
487.92	600.0
584.48	360.0
584.48	720.0
584.49	360.0
584.49	720.0
671.02	420.0
671.03	420.0
671.04	420.0
671.04	840.0
765.63	480.0
765.64	480.0
765.65	480.0
765.65	960.0
850.97	540.0
850.98	540.0
850.99	540.0
850.99	1080.0
952.25	600.0
952.26	600.0
952.27	600.0
952.27	1200.0
