20.76	43
21.72	59
22.78	29
22.79	14
22.84	46
23.05	55
23.13	49
23.87	51
23.92	60
24.07	17
24.19	36
24.54	34
24.77	5
25.51	40
25.86	15
27.2	3
27.25	25
27.34	58
27.4	2
27.77	8
28.4	19
29.67	57
29.96	22
29.96	39
30.1	4
30.25	52
30.54	56
31.48	21
31.74	44
32.06	6
32.54	11
32.99	33
33.39	10
33.55	28
33.71	1
35.48	7
35.56	26
35.77	45
35.77	53
36.13	41
36.23	9
37.05	47
38.2	24
39.02	42
40.83	18
41.28	30
42.0	31
42.61	54
43.73	35
43.94	48
44.4	23
48.42	50
48.71	16
49.37	27
50.83	20
51.93	12
52.34	32
52.38	37
53.09	38
53.42	13
